
Param size = 182.449 MB
Start training !
========> pt_293:  2.9207204282283783
========> pt_294:  2.471899501979351
========> pt_295:  3.028569035232067
========> pt_296:  1.8625238537788391
========> pt_297:  4.464671090245247
========> pt_298:  3.1290534883737564
========> pt_299:  2.340315841138363
========> pt_300:  4.043259471654892
========> pt_301:  3.1321876868605614
========> pt_302:  5.0118981301784515
========> pt_303:  3.0920470505952835
========> pt_304:  2.545434385538101
========> pt_305:  3.2124288007616997
========> pt_306:  2.1921031177043915
========> pt_307:  2.6323965936899185
========> pt_308:  3.590627908706665
========> pt_309:  2.2395766153931618
========> pt_310:  3.7662311643362045
========> pt_311:  2.2252903133630753
========> pt_312:  2.2422291710972786
========> pt_313:  2.2633202746510506
========> pt_314:  2.988406755030155
========> pt_315:  2.759137488901615
========> pt_316:  3.764156736433506
========> pt_317:  3.734079487621784
========> pt_318:  5.523689612746239
========> pt_319:  2.1042186953127384
========> pt_320:  2.1773114427924156
========> pt_321:  3.9747047796845436
========> pt_322:  3.0881521850824356
========> pt_323:  7.697948217391968
========> pt_324:  2.5942936167120934
========> pt_325:  3.1684603169560432
========> pt_326:  2.7113348990678787
========> pt_327:  2.553914114832878
========> pt_328:  2.4487503990530968
========> pt_329:  7.960160076618195
========> pt_330:  6.73087365925312
========> pt_331:  3.479647971689701
========> pt_332:  2.198042944073677
========> pt_333:  2.08740396425128
========> pt_334:  1.8242276459932327
========> pt_335:  5.14934130012989
========> pt_336:  3.4372996538877487
========> pt_337:  2.686782591044903
========> pt_338:  2.2263672947883606
========> pt_339:  2.443324290215969
========> pt_340:  3.1796883046627045
===============================================> mean Dose score: 3.174513225071132
        ==> Saving latest model successfully !
            Average train loss is             0.036163640670,     best is           0.035735387430
            Average val evaluation index is   -3.174513225071,     best is           -3.126164164953
    Train use time   1536.22276
    Train loader use time     84.37662
    Val use time     44.48997
    Total use time   1582.28583
    End lr is 0.000008376333, 0.000008376333
    time: 06:58:26
Epoch: 143, iter: 71499
    Begin lr is 0.000008376333, 0.000008376333
========> pt_241:  2.579953335225582
========> pt_242:  2.2814487665891647
========> pt_243:  4.489229395985603
========> pt_244:  2.430107146501541
========> pt_245:  3.1708841770887375
========> pt_246:  3.41273196041584
========> pt_247:  2.3490602523088455
========> pt_248:  2.210826426744461
========> pt_249:  3.870478793978691
========> pt_250:  2.2447969764471054
========> pt_251:  3.6422445252537727
========> pt_252:  3.4233959019184113
========> pt_253:  3.57694111764431
========> pt_254:  3.5630052909255028
========> pt_255:  3.2296185195446014
========> pt_256:  2.110472358763218
========> pt_257:  2.6582809165120125
========> pt_258:  2.2107523679733276
========> pt_259:  2.7040481939911842
========> pt_260:  3.672204166650772
========> pt_261:  3.6274194717407227
========> pt_262:  3.215881660580635
========> pt_263:  2.6425178721547127
========> pt_264:  3.6877111345529556
========> pt_265:  2.498740330338478
========> pt_266:  3.665893003344536
========> pt_267:  3.2612429186701775
========> pt_268:  3.856167197227478
========> pt_269:  2.416476421058178
========> pt_270:  4.875118359923363
========> pt_271:  3.4435904771089554
========> pt_272:  3.2382192462682724
========> pt_273:  2.435496747493744
========> pt_274:  4.0912114828825
========> pt_275:  3.258395828306675
========> pt_276:  2.0420833863317966
========> pt_277:  2.2591914981603622
========> pt_278:  4.256792552769184
========> pt_279:  2.3099465295672417
========> pt_280:  2.65278909355402
========> pt_281:  2.8398294746875763
========> pt_282:  2.490357868373394
========> pt_283:  5.916359126567841
========> pt_284:  2.5870074331760406
========> pt_285:  2.510286457836628
========> pt_286:  2.7921004220843315
========> pt_287:  4.109889157116413
========> pt_288:  2.0630763098597527
========> pt_289:  3.528686612844467
========> pt_290:  3.7462032213807106
========> pt_291:  2.214367166161537
========> pt_292:  2.8397655859589577
========> pt_293:  2.934352457523346
========> pt_294:  2.3962946236133575
========> pt_295:  3.064943626523018
========> pt_296:  1.8816881254315376
========> pt_297:  4.533657878637314
========> pt_298:  3.118651360273361
========> pt_299:  2.347719371318817
========> pt_300:  4.050201438367367
========> pt_301:  3.1665994599461555
========> pt_302:  5.093262121081352
========> pt_303:  3.014429807662964
========> pt_304:  2.5627996027469635
========> pt_305:  3.2499995455145836
========> pt_306:  2.222091183066368
========> pt_307:  2.6025595143437386
========> pt_308:  3.5225600749254227
========> pt_309:  2.2397414222359657
========> pt_310:  3.7550488114356995
========> pt_311:  2.2580214217305183
========> pt_312:  2.268160432577133
========> pt_313:  2.268494740128517
========> pt_314:  3.024318218231201
========> pt_315:  2.794734202325344
========> pt_316:  3.8535568863153458
========> pt_317:  3.765427991747856
========> pt_318:  5.526040196418762
========> pt_319:  2.1280602738261223
========> pt_320:  2.115048225969076
========> pt_321:  4.042787477374077
========> pt_322:  3.16443532705307
========> pt_323:  7.743544429540634
========> pt_324:  2.5944552943110466
========> pt_325:  3.2049963250756264
========> pt_326:  2.7182114124298096
========> pt_327:  2.6001812890172005
========> pt_328:  2.418953999876976
========> pt_329:  7.446371614933014
========> pt_330:  6.721619442105293
========> pt_331:  3.5407472401857376
========> pt_332:  2.173750624060631
========> pt_333:  2.073555625975132
========> pt_334:  1.806621477007866
========> pt_335:  4.905244633555412
========> pt_336:  3.494930677115917
========> pt_337:  2.712133899331093
========> pt_338:  2.2471851110458374
========> pt_339:  2.4886247888207436
========> pt_340:  3.222780078649521
===============================================> mean Dose score: 3.1828288841992616
        ==> Saving latest model successfully !
            Average train loss is             0.035750872247,     best is           0.035735387430
            Average val evaluation index is   -3.182828884199,     best is           -3.126164164953
    Train use time   1534.52123
    Train loader use time     84.76698
    Val use time     44.27586
    Total use time   1580.38724
    End lr is 0.000007439075, 0.000007439075
    time: 07:24:46
Epoch: 144, iter: 71999
    Begin lr is 0.000007439075, 0.000007439075
========> pt_241:  2.547689527273178
========> pt_242:  2.2943271696567535
========> pt_243:  4.424837902188301
========> pt_244:  2.390248402953148
========> pt_245:  3.1587176769971848
========> pt_246:  3.3839624747633934
========> pt_247:  2.344474606215954
========> pt_248:  2.219039388000965
========> pt_249:  3.826816715300083
========> pt_250:  2.255586087703705
========> pt_251:  3.5968590155243874
========> pt_252:  3.4137792140245438
========> pt_253:  3.575691245496273
========> pt_254:  3.5230036452412605
========> pt_255:  3.171081840991974
========> pt_256:  2.0973228849470615
========> pt_257:  2.592269778251648
========> pt_258:  2.2063766419887543
========> pt_259:  2.620403505861759
========> pt_260:  3.7177902087569237
========> pt_261:  3.523034155368805
========> pt_262:  3.184994198381901
========> pt_263:  2.6257717236876488
========> pt_264:  3.6909058317542076
========> pt_265:  2.465561479330063
========> pt_266:  3.631149008870125
========> pt_267:  3.2721013948321342
========> pt_268:  3.8136259093880653
========> pt_269:  2.427937276661396
========> pt_270:  4.784594550728798
========> pt_271:  3.3748532459139824
========> pt_272:  3.0951622128486633
========> pt_273:  2.41463303565979
========> pt_274:  4.084876589477062
========> pt_275:  3.215108998119831
========> pt_276:  2.0237394981086254
========> pt_277:  2.221527397632599
========> pt_278:  4.128620028495789
========> pt_279:  2.3602264374494553
========> pt_280:  2.5731605291366577
========> pt_281:  2.8235626220703125
========> pt_282:  2.4732542037963867
========> pt_283:  6.058987975120544
========> pt_284:  2.5554437935352325
========> pt_285:  2.474665232002735
========> pt_286:  2.7968618273735046
========> pt_287:  4.054899215698242
========> pt_288:  2.05599470064044
========> pt_289:  3.4521223604679108
========> pt_290:  3.728678412735462
========> pt_291:  2.18830943107605
========> pt_292:  2.8393715620040894
========> pt_293:  2.9347746446728706
========> pt_294:  2.3823973909020424
========> pt_295:  3.0196256563067436
========> pt_296:  1.8695508316159248
========> pt_297:  4.500432088971138
========> pt_298:  3.069993183016777
========> pt_299:  2.3402496054768562
========> pt_300:  3.9620138704776764
========> pt_301:  3.123946040868759
========> pt_302:  4.999473467469215
========> pt_303:  2.993910573422909
========> pt_304:  2.5442880392074585
========> pt_305:  3.2246440649032593
========> pt_306:  2.2352976351976395
========> pt_307:  2.6035699993371964
========> pt_308:  3.5420025885105133
========> pt_309:  2.2290610522031784
========> pt_310:  3.7073296681046486
========> pt_311:  2.255389206111431
========> pt_312:  2.266073487699032
========> pt_313:  2.239052727818489
========> pt_314:  3.0172237008810043
========> pt_315:  2.7998054027557373
========> pt_316:  3.7842663004994392
========> pt_317:  3.667423203587532
========> pt_318:  5.637262389063835
========> pt_319:  2.077355571091175
========> pt_320:  2.131661381572485
========> pt_321:  3.8593514636158943
========> pt_322:  3.1548162922263145
========> pt_323:  7.824829667806625
========> pt_324:  2.581162005662918
========> pt_325:  3.174266368150711
========> pt_326:  2.751711532473564
========> pt_327:  2.578423134982586
========> pt_328:  2.4184736609458923
========> pt_329:  7.41755336523056
========> pt_330:  6.699910834431648
========> pt_331:  3.519137464463711
========> pt_332:  2.18881506472826
========> pt_333:  2.0724478736519814
========> pt_334:  1.7998825199902058
========> pt_335:  4.871685057878494
========> pt_336:  3.4219011664390564
========> pt_337:  2.736463248729706
========> pt_338:  2.23231703042984
========> pt_339:  2.434602826833725
========> pt_340:  3.1806935742497444
===============================================> mean Dose score: 3.1585053069517017
        ==> Saving latest model successfully !
            Average train loss is             0.035966320626,     best is           0.035735387430
            Average val evaluation index is   -3.158505306952,     best is           -3.126164164953
    Train use time   1534.40526
    Train loader use time     84.44539
    Val use time     44.18089
    Total use time   1580.13802
    End lr is 0.000006556797, 0.000006556797
    time: 07:51:07
Epoch: 145, iter: 72499
    Begin lr is 0.000006556797, 0.000006556797
========> pt_241:  2.643926553428173
========> pt_242:  2.3151950538158417
========> pt_243:  4.430258274078369
========> pt_244:  2.3849547654390335
========> pt_245:  3.151309974491596
========> pt_246:  3.421812504529953
========> pt_247:  2.3748136684298515
========> pt_248:  2.217469811439514
========> pt_249:  3.7939831241965294
========> pt_250:  2.192341201007366
========> pt_251:  3.596954196691513
========> pt_252:  3.4000207111239433
========> pt_253:  3.5006848350167274
========> pt_254:  3.5695988684892654
========> pt_255:  3.334580659866333
========> pt_256:  2.1050805412232876
========> pt_257:  2.668725550174713
========> pt_258:  2.153459172695875
========> pt_259:  2.7642493695020676
========> pt_260:  3.664095774292946
========> pt_261:  3.5432201251387596
========> pt_262:  3.169955834746361
========> pt_263:  2.6657671108841896
========> pt_264:  3.638024218380451
========> pt_265:  2.461385503411293
========> pt_266:  3.6592934280633926
========> pt_267:  3.2842248678207397
========> pt_268:  3.78789022564888
========> pt_269:  2.4156354367733
========> pt_270:  4.789251387119293
========> pt_271:  3.5170940682291985
========> pt_272:  3.2780039310455322
========> pt_273:  2.4073100835084915
========> pt_274:  4.224125854671001
